
⚽体育综合,#genre#
CCTV-2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV-3综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-7国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-14少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-14少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-16奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奥林匹克,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奥林匹克,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奥林匹克,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-1综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-1综合,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV-3综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-7国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-14少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-16奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奥林匹克,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-1综合,https://cntv.sbs/live?auth=230612&id=cctv1
CCTV-2财经,https://cntv.sbs/live?auth=230612&id=cctv2
CCTV-3综艺,https://cntv.sbs/live?auth=230612&id=cctv3
CCTV-4国际,https://cntv.sbs/live?auth=230612&id=cctv4
CCTV-5体育,https://cntv.sbs/live?auth=230612&id=cctv5
CCTV-5+体育赛事,https://cntv.sbs/live?auth=230612&id=cctv5p
CCTV-6电影,https://cntv.sbs/live?auth=230612&id=cctv6
CCTV-7国防军事,https://cntv.sbs/live?auth=230612&id=cctv7
CCTV-8电视剧,https://cntv.sbs/live?auth=230612&id=cctv8
CCTV-9纪录,https://cntv.sbs/live?auth=230612&id=cctv9
CCTV-10科教,https://cntv.sbs/live?auth=230612&id=cctv10
CCTV-11戏曲,https://cntv.sbs/live?auth=230612&id=cctv11
CCTV-12社会与法,https://cntv.sbs/live?auth=230612&id=cctv12
CCTV-13新闻,https://cntv.sbs/live?auth=230612&id=cctv13
CCTV-14少儿,https://cntv.sbs/live?auth=230612&id=cctv14
CCTV-15音乐,https://cntv.sbs/live?auth=230612&id=cctv15
CCTV-16奥林匹克,https://cntv.sbs/live?auth=230612&id=cctv16
CCTV-16奥林匹克4K,https://cntv.sbs/live?auth=230612&id=cctv164k
CCTV-17农业农村,https://cntv.sbs/live?auth=230612&id=cctv17
CCTV-4K,https://cntv.sbs/live?auth=230612&id=cctv4k
CGTN,https://cntv.sbs/live?auth=230612&id=cgtn

CCTV-1综合,http://live.cooltv.top/tv/aishang.php?id=cctv1hd
CCTV-2财经,http://live.cooltv.top/tv/aishang.php?id=cctv2hd
CCTV-3综艺,http://live.cooltv.top/tv/aishang.php?id=cctv3hd
CCTV-4中文国际,http://live.cooltv.top/tv/aishang.php?id=cctv4hd
CCTV-5体育,http://live.cooltv.top/tv/aishang.php?id=cctv5hd
CCTV-5+体育赛事,http://live.cooltv.top/tv/aishang.php?id=cctv5p
CCTV-6电影,http://live.cooltv.top/tv/aishang.php?id=cctv6hd
CCTV-7国防军事,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV-8电视剧,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV-9纪录,http://live.cooltv.top/tv/aishang.php?id=cctv9hd2
CCTV-10科教,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV-11戏曲,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV-12社会与法,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV-13新闻,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV-14少儿,http://live.cooltv.top/tv/aishang.php?id=cctv14hd
CCTV-15音乐,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV-16奥林匹克,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV-16奥林匹克4K,http://live.cooltv.top/tv/aishang.php?id=cctv164k
CCTV-17农业农村,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
CGTN,http://live.cooltv.top/tv/aishang.php?id=cgtnhd



CCTV-1综合,http://gdpy.f3322.net:9901/tsfile/live/1070_1.m3u8
CCTV-2财经,http://gdpy.f3322.net:9901/tsfile/live/1071_1.m3u8
CCTV-3综艺,http://gdpy.f3322.net:9901/tsfile/live/1072_1.m3u8
CCTV-4国际,http://gdpy.f3322.net:9901/tsfile/live/1073_1.m3u8
CCTV4国际-欧洲,http://223.112.182.129/hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/57/index.m3u8?&encrypt=
CCTV4国际-美洲,http://223.112.182.129/hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=
CCTV-5体育,http://gdpy.f3322.net:9901/tsfile/live/1074_1.m3u8
CCTV-5+体育赛事,http://gdpy.f3322.net:9901/tsfile/live/1087_1.m3u8
CCTV-6电影,http://gdpy.f3322.net:9901/tsfile/live/1075_1.m3u8
CCTV-7国防军事,http://gdpy.f3322.net:9901/tsfile/live/1076_1.m3u8
CCTV-8电视剧,http://gdpy.f3322.net:9901/tsfile/live/1077_1.m3u8
CCTV-9纪录,http://gdpy.f3322.net:9901/tsfile/live/1078_1.m3u8
CCTV-10科教,http://gdpy.f3322.net:9901/tsfile/live/1079_1.m3u8
CCTV-11戏曲,http://gdpy.f3322.net:9901/tsfile/live/1080_1.m3u8
CCTV-12社会与法,http://gdpy.f3322.net:9901/tsfile/live/1081_1.m3u8
CCTV-13新闻,http://gdpy.f3322.net:9901/tsfile/live/1082_1.m3u8
CCTV-14少儿,http://gdpy.f3322.net:9901/tsfile/live/1083_1.m3u8
CCTV-15音乐,http://gdpy.f3322.net:9901/tsfile/live/1084_1.m3u8
CCTV-16奥林匹克4K,http://gdpy.f3322.net:9901/tsfile/live/1085_1.m3u8
CCTV-17农业农村,http://gdpy.f3322.net:9901/tsfile/live/1086_1.m3u8

CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8


📺卫视频道,#genre#
南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
北京卫视,https://cntv.sbs/live?auth=230612&id=bjws
东方卫视,https://cntv.sbs/live?auth=230612&id=dfws
天津卫视,https://cntv.sbs/live?auth=230612&id=tjws
重庆卫视,https://cntv.sbs/live?auth=230612&id=cqws
黑龙江卫视,https://cntv.sbs/live?auth=230612&id=hljws
吉林卫视,https://cntv.sbs/live?auth=230612&id=jlws
辽宁卫视,https://cntv.sbs/live?auth=230612&id=lnws
内蒙古卫视,https://cntv.sbs/live?auth=230612&id=nmws
宁夏卫视,https://cntv.sbs/live?auth=230612&id=nxws
甘肃卫视,https://cntv.sbs/live?auth=230612&id=gsws
青海卫视,https://cntv.sbs/live?auth=230612&id=qhws
陕西卫视,https://cntv.sbs/live?auth=230612&id=sxws
河北卫视,https://cntv.sbs/live?auth=230612&id=hbws
山西卫视,https://cntv.sbs/live?auth=230612&id=sxiws
山东卫视,https://cntv.sbs/live?auth=230612&id=sdws
安徽卫视,https://cntv.sbs/live?auth=230612&id=ahws
河南卫视,https://cntv.sbs/live?auth=230612&id=hnws
湖北卫视,https://cntv.sbs/live?auth=230612&id=hubws
湖南卫视,https://cntv.sbs/live?auth=230612&id=hunws
江西卫视,https://cntv.sbs/live?auth=230612&id=jxws
江苏卫视,https://cntv.sbs/live?auth=230612&id=jsws
浙江卫视,https://cntv.sbs/live?auth=230612&id=zjws
东南卫视,https://cntv.sbs/live?auth=230612&id=dnws
厦门卫视,https://cntv.sbs/live?auth=230612&id=xmws
广东卫视,https://cntv.sbs/live?auth=230612&id=gdws
深圳卫视,https://cntv.sbs/live?auth=230612&id=szws
广西卫视,https://cntv.sbs/live?auth=230612&id=gxws
云南卫视,https://cntv.sbs/live?auth=230612&id=ynws
贵州卫视,https://cntv.sbs/live?auth=230612&id=gzws
四川卫视,https://cntv.sbs/live?auth=230612&id=scws
康巴卫视,https://cntv.sbs/live?auth=230612&id=kbws
新疆卫视,https://cntv.sbs/live?auth=230612&id=xjws
兵团卫视,https://cntv.sbs/live?auth=230612&id=btws
西藏卫视,https://cntv.sbs/live?auth=230612&id=xzws
海南卫视,https://cntv.sbs/live?auth=230612&id=hinws
三沙卫视,https://cntv.sbs/live?auth=230612&id=ssws
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
湖南卫视,http://live.cooltv.top/tv/aishang.php?id=hunwshd
浙江卫视,http://live.cooltv.top/tv/aishang.php?id=zjwshd
东方卫视,http://live.cooltv.top/tv/aishang.php?id=dfwshd
江苏卫视,http://live.cooltv.top/tv/aishang.php?id=jswshd
北京卫视,http://live.cooltv.top/tv/aishang.php?id=bjwshd
深圳卫视,http://live.cooltv.top/tv/aishang.php?id=szwshd
山东卫视,http://live.cooltv.top/tv/aishang.php?id=sdwshd
广东卫视,http://live.cooltv.top/tv/aishang.php?id=gdwshd
安徽卫视,http://live.cooltv.top/tv/aishang.php?id=ahwshd
东南卫视,http://live.cooltv.top/tv/aishang.php?id=dnwshd
天津卫视,http://live.cooltv.top/tv/aishang.php?id=tjwshd
重庆卫视,http://live.cooltv.top/tv/aishang.php?id=cqws
湖北卫视,http://live.cooltv.top/tv/aishang.php?id=hubwshd
四川卫视,http://live.cooltv.top/tv/aishang.php?id=scws
河南卫视,http://live.cooltv.top/tv/aishang.php?id=hnws
陕西卫视,http://live.cooltv.top/tv/aishang.php?id=sxws
吉林卫视,http://live.cooltv.top/tv/aishang.php?id=jlws
云南卫视,http://live.cooltv.top/tv/aishang.php?id=ynws
广西卫视,http://live.cooltv.top/tv/aishang.php?id=gxws
江西卫视,http://live.cooltv.top/tv/aishang.php?id=jxws
黑龙江卫视,http://live.cooltv.top/tv/aishang.php?id=hljwshd
河北卫视,http://live.cooltv.top/tv/aishang.php?id=hbwshd
青海卫视,http://live.cooltv.top/tv/aishang.php?id=qhws
贵州卫视,http://live.cooltv.top/tv/aishang.php?id=gzwshd
西藏卫视,http://live.cooltv.top/tv/aishang.php?id=xzws
甘肃卫视,http://live.cooltv.top/tv/aishang.php?id=gsws
新疆卫视,http://live.cooltv.top/tv/aishang.php?id=xjws
厦门卫视,http://live.cooltv.top/tv/aishang.php?id=xmws
内蒙古卫视,http://live.cooltv.top/tv/aishang.php?id=nmws
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8

海南卫视,http://gdpy.f3322.net:9901/tsfile/live/1003_1.m3u8
三沙卫视,http://gdpy.f3322.net:9901/tsfile/live/1008_1.m3u8
湖南卫视,http://gdpy.f3322.net:9901/tsfile/live/1088_1.m3u8
东方卫视,http://gdpy.f3322.net:9901/tsfile/live/1089_1.m3u8
江苏卫视,http://gdpy.f3322.net:9901/tsfile/live/1090_1.m3u8
浙江卫视,http://gdpy.f3322.net:9901/tsfile/live/1091_1.m3u8
湖北卫视,http://gdpy.f3322.net:9901/tsfile/live/1092_1.m3u8
北京卫视,http://gdpy.f3322.net:9901/tsfile/live/1093_1.m3u8
河北卫视,http://gdpy.f3322.net:9901/tsfile/live/1095_1.m3u8
天津卫视,http://gdpy.f3322.net:9901/tsfile/live/1094_1.m3u8
安徽卫视,http://gdpy.f3322.net:9901/tsfile/live/1096_1.m3u8
重庆卫视,http://gdpy.f3322.net:9901/tsfile/live/1097_1.m3u8
黑龙江卫视,http://gdpy.f3322.net:9901/tsfile/live/1098_1.m3u8
深圳卫视,http://gdpy.f3322.net:9901/tsfile/live/1099_1.m3u8
辽宁卫视,http://gdpy.f3322.net:9901/tsfile/live/1101_1.m3u8
广东卫视,http://gdpy.f3322.net:9901/tsfile/live/1100_1.m3u8
东南卫视,http://gdpy.f3322.net:9901/tsfile/live/1103_1.m3u8
贵州卫视,http://gdpy.f3322.net:9901/tsfile/live/1104_1.m3u8
山东卫视,http://gdpy.f3322.net:9901/tsfile/live/1102_1.m3u8
山西卫视,http://gdpy.f3322.net:9901/tsfile/live/1043_1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8



🇨🇳海南频道,#genre#

儋州台,http://gdpy.f3322.net:9901/tsfile/live/1000_1.m3u8
洋浦台,http://gdpy.f3322.net:9901/tsfile/live/1001_1.m3u8
儋州山歌台,http://gdpy.f3322.net:9901/tsfile/live/1002_1.m3u8
海南卫视,http://gdpy.f3322.net:9901/tsfile/live/1003_1.m3u8
海南自贸,http://gdpy.f3322.net:9901/tsfile/live/1004_1.m3u8
海南公共,http://gdpy.f3322.net:9901/tsfile/live/1005_1.m3u8
海南新闻,http://gdpy.f3322.net:9901/tsfile/live/1006_1.m3u8
海南文旅,http://gdpy.f3322.net:9901/tsfile/live/1007_1.m3u8
三沙卫视,http://gdpy.f3322.net:9901/tsfile/live/1008_1.m3u8
海口1台,http://gdpy.f3322.net:9901/tsfile/live/1009_1.m3u8
三亚1台,http://gdpy.f3322.net:9901/tsfile/live/1068_1.m3u8
海南少儿,http://gdpy.f3322.net:9901/tsfile/live/1069_1.m3u8
CCTV-1综合,http://gdpy.f3322.net:9901/tsfile/live/1070_1.m3u8
CCTV-2财经,http://gdpy.f3322.net:9901/tsfile/live/1071_1.m3u8
CCTV-3综艺,http://gdpy.f3322.net:9901/tsfile/live/1072_1.m3u8
CCTV-4国际,http://gdpy.f3322.net:9901/tsfile/live/1073_1.m3u8
CCTV-5体育,http://gdpy.f3322.net:9901/tsfile/live/1074_1.m3u8
CCTV-6电影,http://gdpy.f3322.net:9901/tsfile/live/1075_1.m3u8
CCTV-7国防军事,http://gdpy.f3322.net:9901/tsfile/live/1076_1.m3u8
CCTV-8电视剧,http://gdpy.f3322.net:9901/tsfile/live/1077_1.m3u8
CCTV-9纪录,http://gdpy.f3322.net:9901/tsfile/live/1078_1.m3u8
CCTV-10科教,http://gdpy.f3322.net:9901/tsfile/live/1079_1.m3u8
CCTV-11戏曲,http://gdpy.f3322.net:9901/tsfile/live/1080_1.m3u8
CCTV-12社会与法,http://gdpy.f3322.net:9901/tsfile/live/1081_1.m3u8
CCTV-13新闻,http://gdpy.f3322.net:9901/tsfile/live/1082_1.m3u8
CCTV-14少儿,http://gdpy.f3322.net:9901/tsfile/live/1083_1.m3u8
CCTV-15音乐,http://gdpy.f3322.net:9901/tsfile/live/1084_1.m3u8
CCTV-16奥林匹克4K ,http://gdpy.f3322.net:9901/tsfile/live/1085_1.m3u8
CCTV-17农业农村,http://gdpy.f3322.net:9901/tsfile/live/1086_1.m3u8
